nama_caleg,pasangan
"H. GUSTI NURPANSYAH, S.SOS, M.PD, CSRS","TANTRI VERAWATI, S.IP, M.Si"
Drs. H. SASTRA HARIANSYAH,ALM. SITI NORLAILA
"ZAINATUN NISYA, SE",Rudiansyah
FATMAWATY,Gusti Noor Ifansyah
MUHAMMAD ANTHONY SUBIAKTO,HJ. AGUSTI APRIYANTI SE
"MUHAMMAD ALMAHDI, SH",EKA VERA MIRANTI
EKA VERA MIRANTI,MUHAMMAD ALMAHDI
RUDIANSYAH,SRI ARTATI
"MOCH.NURDIN, SH",-
UZLAH,ENDANG PRIHASIM
"DRS. IRFAN, SH",LAILI HAMISAH
OKTAVIA PURNAMA SARI,FIRMANSYAH
"SRI NAIDA, S.Si., M.P.A.",MOCH. ARIFIN
"FAZLUR RAHMAN, S.H., M.H.",CITRA SARI DEWI
"Drs.. H. MUHAMMAD RUSLIE, M.Si.",Dra. MAGDALENA
"RETNO APRIANI, S.H.",Moch. Arif Susanto
MUHAMMAD RAKHA MANNA NAUFAL MAULANA,-
Drs. FIKRI,Febriana ananda
GUSTI NATA HASAN AMAN,Rolika Redha Inayati
"HABIB AHMAD BAHASYIM, SE",Normala Sari Ayuniati Putri S.pd
"IDA SYAKHRIDA, A.Md","AMINUDIN AZIS, ST"
ADI SYAFRUDDIN,irkasanti
"IRNITA ROSARIA SANTI, SE",ardi yustin
"JAHURI A. BASIT. H, SE",FARDA SAFARIYANI HAJAH
"SUHENDRIS, SE",Dra Nor Ainah
KADARIAH.HJ,Abdurrahman (Alm)
"HJ. DEWI DAMAYANTI SAID, SE, MM",AHMADI NOOR SUPIT
"CHANDRA BAYU, H",Hj. Hairiyah
MARDIANA. HJ.DRA.MPD,"DR. H. Bardiansyah, MM"
"GUSTI ERVIN WARDHANA, SE",-
ANANG ROSADI. IR,VERA SYLVIANIE
"NOORHAYANI, SH",SALMANI
FELIXIUS RAYNALDO GONADI,Natalia Fransisca
"H. ABDILLAH, S.Sos","Hj. Syarifah Santiyansyah, SH"
"TAUFIK NOOR, SH",HJ.ERMA SYAHRIANI
Drs. MARHADI,Wahyuni Dra Hj
H.ABDULLAH YUSUF,HJ GUSTI CHANDRA KIRANA
INDITA AYU ANGGRAINI,-
YUNITA MAYA SARI,ACHMAD SOFWAN
JUNI,SABARNIAH
H. MUHAMMAD FAUZAN,BINTI RODIYAH
"H. HARYANTO, S.E.",FARHAT
SUPIYATUN,NASIRRUDDIN
M. RAMADANI MUBARAK,RACHMINAWATI
ANANDA ANSHORI DHARMAWAN,-
NOOR YUNITA,-
FAIZATUL MUTHMAINAH SIREGAR,"MUSHAFFA ZAKIR,LC"
"FAHRURI, S.T.",Erhita Kristiana
"DR. H. ACHMAD RUDIANSJAH, Drs. M.Sc","Dra. HJ. KASTRINAH NOORUEL, M.Pd"
KH. ABDUL SYUKUR ALHAMIDY,Hj. DARWATY
Dra. MASRIAH,ALM. DRS. MASDARI Mis
H. AHMAD SYAIRAJI,ESTI HARTINI
HENY PERMANA,MULYADI
MUHAMMAD ANDRE JOHNY M,YUNITA SARI
DESY AULIA,Adi Aryanto
"MASBUKHIN, ST",INTAN NOVIYANTI HANDAYANI
MUHAMMAD JUSUF SURATNA,NINIK SETYORINI
RISNA HANDAYANI,HUDIN
"HILMAR HUTAHAEAN, SE",YUNITA HARTATI SIHOMBING
"STEPHANIE.K, S.Sos",-
"JOKO NUGROHO, SE",ELLY RASUNA
"SAID AHMAD AULIA, S.Pd.I",FATIMAH ZAHRA SAHAB
"AMANUDDIN, S.E.",Dewi Wahyuni
"TRI LINDAWATY, A.Md.",Rudi Naparin
"M. AGUS HUMAIDI, S.I.Kom., M.I.Kom.","Mayda Prastiwi, S.Pd"
PUTRI DIANA,-
"GUSTI RIZALI NOOR, S.AP.",Nuriah
AGUS SETIAWAN,Hertantia Hairunnisa
"HABIB AHMADI AL-ATAS, SE",DRA. HJ.SARIFAH SAQINAH
"SYAHRUDIN, S.Ag",Hamdiah
MUSLIMATUL HASANAH,Hermadansyah
"Drs. H. MULYADI, M.Pd","HJ. ISNANIAH, S.PD"
"HAIRUNISA, SE",RUDY ANDYANA
"AGUSTIAN NOR, SE","NORYANTI, S.PD"
TRI HANDAYANINGSIH,HARTOYO
"ABDUL KARIM, SH","MASITA, S.AP"
"KASMILI, S.AP","Raymona Santhie,S.Ap"
MAYA SEPTIANA,MUHAMMAD JALI
SAMPURNAWATI,BAHRUDDIN
AHMAD HUMAIDI PARDANI,ADE KURNIA RIZKI
MAWARDI ABBAS,NUR AINI
SYAHRIL,MURSYIDA
RAUDHATUL JANNAH,MUKHLIS
SITI HAJAR,RUDIANSYAH
"FAHRANI, S.Pd.I., M.S.I.",Raudah
NORMANSYAH ALIE,MAIMUNAH
"AKHMAD MEIDY FAHMARIDHO, S.T","RENNY KARTIKA, SE"
"NURUL BADARIYAH, S.Pd.",MUHAMMAD ALFIAN
"YUSRANI, S.H.",DEWI MAYA AKHNIAR
"Drs.. H. MASDERIANSYAH, M.Si.",Ir. SUMARNI HERMAN
"H. ABDULLAH, S.H.",Salasiah
"WIDYA NURHATININGSIH, S.PD",Muhammad Assegaf
Drs. BUDI FAUZI,DRA DEWITONO. APT
"MUHAMMAD SYARIFUDDIN, SE",Dermawina
RAHIMAH,Yuliansyah
"DEWI AULIA, SE",TETENG HIDAYAT
"ACHMAD FAISAL, SH",meinar indria
"H. RUSLI, S. AP, MM","HJ, Jumintan"
"GT. RUDIANSYAH, H",Farida Trishinati
HJ. SYARIFAH RUGAYAH,H. S. ABDULLAH ASG
"H.M. ISRA ISMAIL, SH., MH","Hj. Hairiyati HZ, SH"
Ir. GT. PERDANA KESUMA,-
"LAILA QADARIAH, S.Sos, M.I.Kom","Dr. Murdiansyah Herman, S.Sos, M.AP"
"DRS. H. HUMAIDI SALEH, MM","Ir. Hj. Isnawati, MM"
"MUHAMMAD SULTAN FALAQ, SE",-
RAUDAH,"Rahmat Saleh, S.HI"
NOVAL,KASMULYANI
"ARIEF RAHMAN HAKIM, S.Sos",MARLIYANA ULFAH
BELLA ASTRI MAULIZA,-
"HAFIDZ CHANDRA ALVAREDZ, SE",RISMA YULIANTI
MUHAMMAD RISWAN BARKATI,DESI TUGIN
HALIMAH,ENGKUS KUSMAYADI
MARIANI,-
SYAIFUL ANSYARI,-
"H.MUHAMMAD HUDERIANI, SH",Hj.Dahlia
"KASPUL ANWAR, SE,MM.",FAHRIAH
"SATRIA VIJAYA, ST.",AYUSTIN LUTFIYANTI
AYUSTIN LUTFIYANTI,SATRIA VIJAYA
"Ir.. DANU ISMADI SADERI, MS",Ir. RIZLATUN MAIDAH
"WINDA YANI, S.T.","MALVIANA ADI, S.T."
MOHAMMAD ABRORY TADJIB,SIRTU FILLAILI FAJRIYA
"EMELDA SARI, S.Pd.",AGUS SANTOSO
H. AGUS MAWARDI,HJ.SITI HADIJAH
"GUSTI ANISA TRIANANDA, SH., M.Kn",YOKI SURYA SANTIKA
"M.ALI SYAHBANA, S.Sos., MH","AULIA NOOR AZIZA, SE"
EKONURSUJARWO,SUNARMI
"DITA SRI ASMA HUSNA T, SH",-
"ASBULAH, SH","RITA YUNIARTY, SH"
"HUSNUL KHATIMAH, SE",REFKY YOSKANDAR
SAID MUHAMMAD ALWI,Siti Nurfadilah
HORMANI M,ROHIYATUN
FAIRUZZA,M. Kamarullah
"MUHAMMAD AMIN, S.HI",ASLAMIATI
MULIYANA,-
"MUSTAKIM AULAWI, SH","KHAIRUNNISA, S.Pd"
"HENNY YULIANTI. HJ, S.Pd",ADI PERMANA
"SYAIFUL BAHRI, S.AP",DARMAWATI
"MIMIN, S.Sos.",-
"ANJAR SUSANTO, S.Sos.",Ana Noraini
FARIDAH LENA,Abdul Rahim
"ABDUL KADIR, S.E., M.M.",Rusyda Harleani
"GUSTI AHMAD NASRULLAH, S.T.",-
RUSMINA,H. FAUZI
AKHMAD HUSAINI,Siti Maimunah
PUSPA AYU RAMADHAN,-
Drs.. MAHLIAN,"FAUZIYAH, S.Ag"
"FAISAL REZA HADINATA H, SE",TRY AYU PARAMITHA
Dra. SYARIFAH,"Fauziah, S.Ag"
"ROHANA, AMK",DRS. MULKANI
YULIET NOVERA ROSANI,Fajeriyanor
MUHAMMAD BINTANG RAMADHANA AKBAR,-
DRA. NOORMAYANI,IMANSYAH AZIS
M SURYADI RAHMAN,-
SALEH SABERAN,MAYMUNAH
"FAHRIN NIZAR, S.T., M.T.",IMELDA FITRIANA DEWI
BELLA KARLINA,M. ROVIQ WAHYUDY
H. RAHMUN,Hj Masratu
SITI MAHMUDAH,SANANG KUSUMA
NOOR JANNAH,DARYANTO
ZAKIAH,ALWIE SYCEH AL-HABSYI
"H. HASANUDDIN MURAD, SH","Hj, NOORMILIYANI, SH"
"DR. H. KARLIE HANAFI KALIANDA, SH, MH",Lilly Hatati Djojo
INDRIATI ANNIKMAH,Nasib Alamsyah
"SUSAN, SH, MH",-
"HJ.KAMARIATUL HERLINA, SE",H. ANANG SURIYADI
AMIANNE,WAWAN GUNAWAN
FAJRIN HADI BRATA,"SITI JAMILAH, S.Kep, Ns"
"SUKARELAWATI, S.Sos","SUWARNO,S.P."
SRI UTAMI,AMIN HIDAYAT
HABIB ALI KHAIDIR ALKAFF,SYARIFAH FIRDAUS SH.I
ESTI HARTINI,Ahmad Syairaji
"KATRINA, SH","SYAHRIAL HUSNI, S.Sos"
"AULIA RAHMAN, S.H.",-
HERNANI,Achmad Gazali
MUHAMMAD RIJANOR SAPUTRA,-
"SITNA HAJAR MALAWAT, S.AP., M.AP.",-
BACHTIAR EFFENDY,ELOK HIDAYATI
KAMILATUN MARDIAH,RAHMADI
H.SYAIFUDDIN AR,HJ. NETA HERAWATY
"UMAR ASSEGAF, S.SOS","HJ. MASNURYATIE, SE"
"H. ABDUL BASHIT, SH",Hj. LINDA WILIYANTI
"YENI NOORHIDAYAH, S.SOS.I",-
"RIJALI LUFTI, SE",VARA RANTI
"FAHMI RAHIM, S.E.,S.H.",-
NORMAN,MASWATI
FATMA AIDILIA,-
"WAHYUDI RAHMAN, S.E., M.M.",Muthiah Fitri
HABIB SALEH ABDULLAH AL-MUHDAR,Fairoez Yahya
"MEILILIYANIE, S.Si.T.",Sahrian Hadiani
MUHAMMAD SYAIFULLAH,-
NURUL AINA,Irwan
RAKHMADTULLAH,Jamiatul Taqwa
FERNADI RACHMANI,NORMILA HAYATI
NUROL HUDA,-
H. ACHMAD TAUFIK HIDAYAT,NELAWATI
HANAFI GOBET,HAYATI RAHMATILLAH
"YUNITA KUSUMA, SH",-
AYU NOVIA KARUNIA,-
ATUNILA KENCANA SARI,HAMDI NAYAN
MUHAMMAD HADERI YANI,Zainah
"AGUS TRIANSYAH, SH",NOOR KHAIRIAH
"ILHAM NOR, ST",Nurlaili Isnani
ABDUL KADIR AHMADI,Zakiah
IR. H. GUSTI NURZAMAN,RUSMAWATI
PUAR JUNAIDI,Hj. Sally Hendriyati
"HARIYATIE, HJ, S.Sos, M.I.Kom",R. BAMBANG HERY PURNAMA
"ATHAILLAH HASBI, S.SOS, SH","HASANAH, SP"
Drs. HASAN MAHLAN,Mahrita
"MURNIATI, S.AP",GT. ATTABRANIE KASUMA (ALM)
"SYARIFUDDIN, IR",HERNITA GAFURI DOHAMID
"M. THAMRIN, H","Hj, Jamilah, SE"
"HJ. HARDIYANTI, S.AP","Ir. ARIFIN NOOR, MT"
"H. FADILLAH AKBAR, ST, MM","Hj. Laila Sakina AS, ST, MT"
"HJ.RIZKI NIRAZ ANGGRAINI, B.Com,MIDP",-
"H. ARDIANSYAH, S.Hut","Hj. ZAITUN, S.Ag"
"KHAIRUNNISA, S.Ag",ABDUL KARIM
H. GUSTI ROSYADI ELMI,NI MATUL IZZATI
"BUDI MULIA RAHMAT, S.Pd.I",MUHRINA IRIANTI
"SRI WAHYUNI, S.Pd.",mahfuz ansari
"NORMANSYAH, S.Pd.",NENENG WAHYUNI
"NAPSIAH, S.H.I.",RUMAINI
"SALAMAT RIYADI, A.Ma.Pust",NOVITASARI
"H. ANSOR RAMADLAN, M.FIL.I",BARSINAH
"TAUFIQUR RAHMAN, SH",ERIKA YUNIE MULYONO
"SRIYATI, SH",-
ERNAWATI,M. Fadjeri Shadiqie
AHDIZZAIRIN,Yanti Kamariah
"MUHAMMAD NOR, S.Pd.I","ELYGA NITAMI, S.Pd"
"LAILA, SH",DRS. M. MAKSAD. S
MUHAMMAD RYAN RAMADHANI,-
"ACHMAD JASMADI, S.Sos",AINA NOORHAYATI
MASLAH,-
"YOGI ADHIATMA, S.Kep",RIZKIA FAUZAH
FARIANSYAH.HB,BUDIARTI.SE
RIKE OKTANTIA,WAHYUDI
Drs.. ANANG MAULANA,"ANNA HARTATI, S.Pd."
"H. IMAM MAHFUDIN, S.H.",Hj. Ida Komalasari
"HJ. AGUSTINA OLYA, A.Md",H. Jumrani
"NOVIA FARAH DILLA, S.Pd.",-
H. M. IQBAL YUDIANNOOR,FLORA MARALIS LUNTUNGAN
"Dra.. MAITRI PUSPA KOESASIH., MAP",DHARMAJAYA JIEMMY L.
NEHWAN SUAD,HAMSIAH
"H. MUHAMMAD ALAMSYAH., ST, M.AP","HJ. FERI HARIYATI, SE, MM"
"EMMY SUSILIYA, S.PD",AIPTU TRI ADIANTO
ZEID ASSEGAF.ST,ANISA SHAHAB
JANNATUL FAZRIAH,-
"GUSTI SURIANSYAH, S.Sos",SRI WAHYUNI
DARSIAH,ALI WARDANI
"M.GAZALI, SE.H",ERNAWATI
BURHANUDDIN,Noor Ayani
MEI NUR HANDAYANI,IHSAN MULYANA
M. SYARIPUDDIN,SANITA
HABIB HUSIN,Madinatul Musdalifah
YENI FITRI YANI,Fitri Yadi
RONIE FAHMI RAIS,LILI SUGIARTI
DEVY MARLINA,-
H. ABDUL ALIF,Dina Permata Sari
"RONI REZA, SP, SH","FLORA JENITA ALISTYA, SE"
PUSPA CHINTA SHARY,RAMADANI
HERRY NURYADI,TASIYEM
NOOR AZIZAH,Efendi
ANANG,SARKAMAH
YUNI KARLINA NOVITA HEMA,-
"IRWAN ROSANDI ZULKIFLI, SH",NENENG NURHAYATI
"AKCHMAD RIZKA NOOR YAMIN, SE",-
MUHAMMAD YANI HELMI,YUANA DEWI SHANTIA
"H. BURHANUDDIN, S.SOS, M.PD",Hj. Wahyuni Suciati
"HJ. MARDIANA, S.SOS M.I.KOM",FAKHRUDDIN
"ALPIDRI SUPIAN NOOR, ST, M.AP","RUSJANIAH, S.SOS"
HANA LISTIAWATI,JAMAL SHADIKIN
H ARFAH,RUSNAWATI
SUSILAWATI,-
MUHAMMAD FADIL,-
MUHAMMAD RAKHMADANI,NURMALITA
"SURINTO, S.T.",NO ATI
NORHANAH,H. DARKANI
ZAINAL ARIFIN,NURUL HIDAYAH
"ISKANDAR ZULKARNAIN, SE",Emilda Khairani
"MUPSIHUDDIN, S.Sos,MAP","Kasmawati,S.Sos"
"RISMA PEBRIYANTY, SE",ANDRA RUDINUGRAHA
"H. AMRULLAH IDHAM, S.Pd.I","Hj. Dessi Ariyanti,S.Pi"
ZAINAL ARIFIN,Dwi Purnani
"RINA OCTARIA WINARTIE, ST",-
DARMAWATI,SUPARMAN
H. MAKMUR BUDIANI,Semmah
"SARMADI, S.Sos",SRI HAYANI
TUTI SUPARNI,M.ZAINI
"HENRY VALERIAN TAN, S.E.",YULIYANA
"LAILA RISMAWATI, S.K.M.",-
MUHAMMAD SAPIE,Rohmimi
Ir.. H. AGUS MULIA HUSIN,HJ. ENDANG PUJAYANI
"DRA.. HJ. EMMY SUTRISNI, MM",CERAI MATI
"Drs.. H. DJUMADRI MASRUN, MM",IDAYATI
"IR.. H. SAIFUL MUTHAHER, IPM",HJ. KHAIDAYANI
NURUL HIKMAH EFTIDAYAH,-
"KASTALANI, S.AG",SADRINAH
DALILAH HUSNA,-
IR. H.MUHAMMAD ARIFIN,Hj Rosmiatuty
"RACHMIWATI, SE",JOKO WAHYUDI
FATMAWATI,ANANG
AGUSTINA ANANG BADERI,"PANGERAN H. IBERAHIM, SH.I."
IMAM SUPRASTOWO,HAMDANAH
"SURYANTI, S.P., M.Si.",MIKHAEL ARBOL
"Drs.. H. HADI SOESILO (MANG HADI), M.M.","Hj. SITI DJAMILAH, M.K."
"M. ZAINI, S.H., M.H.",NORMAWATI
Ir.. SUMARNI HERMAN,"Drs. H. MASDERIANSYAH, M.Si."
"SETYARINI SIREGAR S., S.T.P.",INDRAWAN ADITIYA PUTRA
GUSTI TAUFIK HIDAYAT,HJ. RAUDAH
ATPRIANI,Fatmawati
"WAHYU UTAMI, SH, MH",Erry Setiawan
"ARIANTO, SP",Agustina .SE
APRILISA INDRIAWATI,Imron Rosyadi
"MAULANA, S.SOS",imelda nurul hikmah
TRI IVANTI,H. syaifuddin noor
KUSNO. S,MAHMUDAH
"EDI SUSANTO, SE",VITA HERMIATI
MARIANA SUSANTY,EKO REFLIYANTO
"TROY SATRIA, SE",YUDHIT DEWI KANIA
Drs. MISRI SYARKAWIE,Azizah
"SURIATINAH, HJ, IR, MS",Ir. H. Zainal Ariefin
"LILI IRIANTI MALA, SH",Wildan Tarmizi
"RAHMAWATI, S.SOS, HJ","H. RONNY RINALDY, SE"
"DR. DRS. H. BURHANUDDIN NOOR, SE, M.Si","Hj. Gt. Erna Kesumawardhani, SAP. SAB. M.I.Kom"
"Ir. ANTONIUS. S, MM",Elly Anita Sinaga
HJ. NAHDHATUN NUSRAH,AR. IWANSYAH
"H.HEREANSYAH, SP",HJ. RITA MAHRIDA
"HJ.SUSILADEWI, SE,MM,MH","ABDURRAHMAN,IR,MT,H"
"HJ.RITA MAHRIDA, S.Si",H.HEREANSYAH.SP
"MARISA DAMAYANTI, SH",-
IMAM KANAPI,SITI MUNASIKIN
ARION PRIMA BENU,FAKHRINA NUR RAHMI
LENY APRIYANTI,-
"BARBITAL WINDY PRASETYO, S.Kep., Ns.",-
"SITI MUTMAINNAH, S.E, AK",NUPERLI
H. ALIANSYAH,"ENDANG SRI MARDIAH, S,Pd"
DIRHAM ZAIN,NUR BAITI
"DRS. H. RUSFANDIE, MM",HJ. CAHAYA WARDHANI
GUSTI LAILA FARIDAH,H. SUADI
"PANCA OKTAVIA NOOR, S.pdi",AFLAHUL WARDATI
"HAWARIYAH DIANA, S. PD","SARNO, S.Pd"
"TRIANA NOVITA, S,Sos","SUKANDAR,S.Si,M.AP"
"H. IKHSANUDIN, SE","Evy Nila Sari,Hj"
Drs.. MIDY YUSI,"Masrifah,Hj"
HJ. ENDANG SRIYATI,DRS. H. SUKMANA SUNDJANA
ISMAIL HIDAYAT,HELDA YANTI
PAHRIADI,Basariah
"DESY CIPTA ANGGRAINI, S.Kom",M. EDWIN ZULKIFLI
HARTINI,DRIANTO
MUHAMMAD JARKASI,EVA MELISA
NISFU FARIZAH,ISMAIL ANWAR
"ORBAWATI, S.Sos., M.M.",Bambang Priyono
"M. MADANI AKBAR, AMK",Laili Hayati
"TORNADO, S.H.",MAYASARI
GUSTI CHANDRA DESI PUTRI PERDANA,-
"FIKA FIBRIYANITA, S.Sos., M.AP.",-
Drs.. RUDY EFFENDIE,Lisbeth CH Cereh
"MAKHBUB INDRA PRATAMA, S.P","SUFFIE SUSILOWATI, S.Hut"
"H.. EDY ROSADA, SE",Hj. LINDIA LISLIANI
ATIK YULIANDA ARSIANTY,"SYARBANI, S.Sos"
"ROBERT FRANSISKA, SE., M.Si","LELY VIPRIANTY, S.Pd"
RIDI BANA ESEK,Hj. INOR
"MURIATI, A.Md",MULKAN
"OKTO FY TUNDAN, S.Sos",ERNI
UMI MUTHOHAROH,H. MUHAMMAD ABDUL HADI
"MUHAMMAD ABDURAHMAN SIDDIK, S.Sos",-
"YUYUN MEILUVAR, S.Pd",MUHAMMAD FAHRI
"RUDY EKA SYAPUTRA, ST",FITRIA MUSLIMAH PUTRI
ZAINAL ARIFIN,NITAWATI
Drs.. DUWEL RAWING,SUNARTIE
"ANDINA THRESIA NARANG, B.COMM",RICCARDO FREDERICK
Ir.. LOHING SIMON,TJAHYOWORO
"MARTIASI GAWEI, SH",ARI SANTOSO
"SIHABUDIN MUBARAK, S.Kom",HOLLA SINDHI
NOVITA INDRIANI,SIMON H. SURYADITO
"H. SUHARDI, S.Ag",IDA S
"KOL ( PURN ). YUANDRIAS, MA","Dra, IRIANTY MANTJAR, M.Si"
"MARGO TOEMON, SH",TATAHENY
KUWU SENILAWATI,APRIANUS DULIMAR
"IDA BAGUS SUPRAYATNA, ST",Kristiana
"MOHAMAD SYAFRUDIN PASARIBU, S.Pd",-
"RIZKY MAHENDRA, MM","SILVIA YUNITA, ST"
IMELDAE,Stefanus Budi Prasetyo. S
"SUGENG, DIP, ATP, ST, MT",SULISTIYO INDRAWATI
"YULIANA, S.Sos, M.A",-
NANIN PRATIWI,ARKIANTO
"DELLYKO, SH",Melia Puspita Dewi
"AKHMAD JANUARIANSYAH BAGAN, S.IP",RAHMADIA ADISTI
ARSIL MAULANA,-
CHRISTIN WIDYA ASTUTI,Rachmat Hidayat
FENTY AUDRI JULIANI V,-
"Dra. Hj.. SITI NAFSIAH, M.Si","Drs. H. RAFFLES M.D. BADDAK,M.Si"
"H. MUHAMMAD RIZAL, SH",SUGINI KARNASIH
"H. SURYA, SH",Dra. Hj. EKA MURNI K
JULIUS DJUDAE ANOM,KOMALASARI R MATHIAS
SUHAIMI KURNIAWAN,ISTIRAHAYU
ASIHAI,YURIKUS DIMANG
"Hj.. NOORHANI MACHDAT, SPd.,MPd","H. RUSLAN DOMOY,BA"
"SELMA G DAMEK, S.Pd,M.Si",DILIS SINAN
"DANTHE THEODORE, SE.,MSi",Y MERRY S DJALA
MARCE,SAMSURIJAL
"SEHEL, SH",Liende
ROBERTSON DESE,Suliwaty M. Tabat
LUH ASRI,"Pdt. Kristian Lehom, S.Th., MABS"
"ASNAWI, SP",NOVITA FITRIANI
SUWARTO,ATIK CHURNIAWATI
"QANITA, M.Pd","H. AMANTO SURYA LANGKA, LC"
"PARCHAN SLAMET, S.Ag",ISNAINI
"HIDAYATULLAH, ST","WINDA HANDAYANI, ST"
"DEDEN ANDRIAWAN, M.Kom",MIMI
"H. WIWIN SUSANTO, S.Pd",INDRIANI
"ULFAH PEBIASTUTI, S.T",(ALMARHUM) UNTUNG SURAPATI LITANG
"H. RAHMADI HN, S.H, MPA","Dra. SRI DAHLIANI, MM"
"JERY, S.T",SUPARMI
"IFADAH ALAWIYYAH, M.Pd",-
Ir. ARIEF BUDIATMO,INDRIARTI RITA DEWI
FARIDAWATY DARLAND ATJEH,H. ASNAN BUSERI SAMSURI
"DRS. HARDY RAMPAY, M.SI",REALIS HERLINANG
"H. ABDUL SIDIK, S.SOS.",HJ. ANNIDAH S.Pd
TUTY DAU,-
LUNYIE,"SYUKUR, S.Pd"
"KALPIN, M.A.P.",Dra. MIRSE P. BANJANG
"ELMIE RIAWATI, M.Pd.K",Drs. SIMBUN NUSSA
"PRIS OKTONADI, ST",SUGIHARTI RAHAYU
"AMI MASTATI DALIMUNTHE, SE","DODI ARIF, SE, SU"
MUHYANI.H,Anisah Sobiroh
MUHAMMAD MAHLAN,Ratibah
"TANDIE, SH",Lily
NOVERITA ANGGI JULIAN,-
"Ir. SUGENG PULUNGGONO RIYADI, MT","Indartiningtyas Dany Mulyati, SE"
ANDI MUH. NURSIDIN,Dra. SUNIK ANDAYANI
"FARIDAH, S.IP",-
ACHMAD FAHLEVI ALFARISYI,Tina Hartati
"AMBU NAPTAMIS, SH, MH",MASTUATI
ASIATAE,ELIAM BAHING
"HENDRO DARMAYANTHO IYUM EMUN, AMD. KEP",-
"APRIASI, S.Pd",TANTRISNA IRWAN TONI
"KRISWANSON, A.Md.Kep., SKM",-
"ELIWATI ERMAN KAMIS, S.Pd., M.M",Drs. LEWIS L. TANDANG (Alm)
"LERY BUNGAS, S.Th., M.Si","EVINA SAPUTRI SALUNDIK, SE"
"FHILLEMON A. DOHONG, A.Md","Pdt. RUSMIRA, M. Th"
NORBAYAH S. A. LITANG,"SANGALANG A. LITANG, ST"
PROUND BARIGAS YAHN,LEONERY
"SUKARTO, SE",NEDHIA
"BETSIDA, SE",-
"Pdt.. RIDUANSYAH, S.Th",ILAE ISER
RIZKI AMALIA DARWAN ALI,-
"Drs. H.. M. WAHYUDI K. ANWAR, MM., MAP","Dra. Hj. ADENG MARDIANA, MM., M.Hum"
"H.. AKMAL THAMROH, S.Pd., M.Si","Hj. ARMIATI, A.MK"
Drs.. M. SALEH,FAUZIAH
H.. AUGAGAMA,Hj. DEBBY KARTIKA APRILIYANTI
AYU WANDIRA,AHMAD BAIJURI
ALFINA,ARIS SOEPRIONO
"HARDIANSYAH, SE",TUTI AGUSTIATI
IR. KUSMAYADI,"ERYANA RAHMADANIAH, SH, MAP"
RACHMAD,AFIDAH
"Ir.. ARTABAN, MH",NANCY
ALEXIUS ESLITER,DAMARIS PURBA
"IRAWATI, S.Pd",ROKHANI
"MARNI, S.Pd","JHON KRISLIE, SE, M.Si"
AHMAD FAUZIANUR,TUTTY HERLIYANI
"JENTUNG WISNU MURTI, S.Pd",SALEHA
"LINDAWATI, ST",-
Ir.. PARLINDUNGAN PAKPAHAN,SANNUR P.PAKPAHAN
DODY KRISTIAN,MAHRIYATUL MAKIYAH
FERRY KHAIDIR,ANTRI PAMISARI
SETYORINI WULANDARI,ANTO
"JAINUDIN KARIM, SE",INDRIA WAHYUNI
"DEDEN SAPUTRO, ST",ISE PATMAWATI
"PITRIA NOOR JAYA, S.Hut",DESY LESNANAWATY
"H. HERIANSYAH, SE, MAP",Hj. HAIRIAH
ARBAINAH SURYANINGSIH,-
"Drs. H. DARMANSYAH, MM",NENENG EUIS HERAWATI
"HADRIANI, SE",TITIE ARTINI
"NORMILAYANTI, ST",H. SYAMSUDIN
Drs.. EC. H.M. MARJUANTO,Hj. SUYATMI
ANDREAS TRIYUNAPUTRA,-
"DENI SUSANTY, S.Hut., M.Si",Yosen Erwin Tirta
"H. SUDARSONO, SH",Dra. Hj. RATNA MUSTIKA
Drs. Ec. H. GUNTUR HAA,Hj. RAHMAWATI
"GERYYANI WATI GO, SE",JONI HARTA
YOVY AFRILLIADE,RIA YULI ASTRI POHAN
"SARBINNOR KARIM, S.IP.,M.M",YUSRINA SAPUTRIANI
SINAR KAMALA,WIDI IMAM SUSANTO
"RUSMADI ABDULLAH, S. E.",dr. SIFA NURLATIPAH
Ir. POEDJA PRASETYANTO,MARGARETA OKSIANA ARON
MUTMAINAH,"MUHAMMAD NUR,S.Ag"
ESOM,JUWARIAH
"HERU HIDAYAT, ST","SERI WAHYUNI, S.ST, M.KES"
ZAIN FAJERI,LILIS SRI INDRAYATI
"NULI NORLINA, S.Pd",-
MUGIYONO,RIEKA DARMAWATI
NITA WAHYUNI,-
KAMROL EFFENDI,-
UUN KUSUMA WARDANI,ACHMAD MIRODI
"SOEDJIONO, S.SOS",JUMARIAH
HJ. PUTRI NOOR HAJAH,"H. ACHMAD RUSLI A.N., SE"
"MOHD. GAZALI, S.Pd",SITI MULIYATI
"H. MUHAMMAD ASRIE ALIE, S.H",HJ. MUNIARTI
"SAWIYAH, S.Pd",M. SHOHIBUL HIDAYAH
"AHMAD SOFYAN, SE, MM",SITI OVI ZAELATIFANI
M. HASANUDDIN,JUNAIDAH
"HELMI, S.Pdi",JULITA
"ABDUL HAKIM, SE","DEWI NORLENI, SE"
"Drs.. H.M. FAHRUDDIN, MM",Hj. NURJENAH
DEBBY SARTIKA,"DADANG SISWANTO, SH"
Drs.. EDY RISWAN,LINA FAVILAYA
"H. PAHRIANI, M.M.,M.PD",Hj. KOMIYAH
NADYA SHINTA DAME,-
AIMANSYAH,MASRUPIAH
TOGA HAMONANGAN NADEAK,-
